visita_id,client_id,variation,primer_paso,ultimo_paso,confirm,duracion_total_seg,duracion_total_min,tasa_error_visita,edad,genero,años_cliente_vg,num_cuentas,saldo_total
635495682_40886076245_337950,5485683,Test,start,start,0,47.0,0.78,0.0,36,F,14,2,47955.84
635525767_36392641768_637709,2221017,Test,start,start,0,0.0,0.0,0.0,68,M,8,3,239879.73
63552882_16459799827_919890,3676884,Test,start,step_1,0,196.0,3.27,0.0,37,F,12,2,83945.51
635534551_33147604150_261494,3778504,Test,start,start,0,0.0,0.0,0.0,34,M,14,2,30355.51
635561007_1233408482_650803,1087085,Control,start,confirm,1,394.0,6.57,0.0,54,M,14,2,256894.22
635575060_73837329914_218831,2053842,Test,start,confirm,1,125.0,2.08,0.0,30,F,12,2,25490.8
63558258_12519398002_476867,294956,Test,start,confirm,1,307.0,5.12,0.0,60,M,11,2,74913.6
635614607_75285045307_537560,6729176,Test,start,step_1,0,901.0,15.02,0.2,78,F,10,2,32072.01
635614952_39952039506_792602,9314424,Control,start,confirm,1,215.0,3.58,0.0,54,F,26,4,1020850.92
635628147_6087847480_552357,1768907,Control,start,confirm,1,161.0,2.68,0.0,38,F,15,2,107568.29
635641581_69786886538_751164,7575842,Control,start,confirm,1,205.0,3.42,0.0,44,F,11,2,87667.12
635656145_64207369582_453116,9015285,Control,start,step_3,0,190.0,3.17,0.0,30,F,14,2,67909.45
635661086_76441800258_863812,2029683,Test,start,confirm,1,112.0,1.87,0.0,48,F,8,2,49209.76
635680783_26185839266_251206,3300768,Control,start,start,0,0.0,0.0,0.0,45,M,15,2,34944.259999999995
635736446_46263575554_783384,3248763,Control,start,start,0,0.0,0.0,0.0,62,F,15,2,53512.53999999999
635770812_63056931951_325302,9497933,Test,start,start,0,241.0,4.02,0.25,71,F,14,2,124515.68
635821466_43275341686_452330,1170325,Test,start,confirm,1,114.0,1.9,0.0,32,F,12,2,52715.35
635941800_18350477087_905909,4664662,Test,start,confirm,1,186.0,3.1,0.0,28,M,9,3,49694.53
635945190_10353345488_598671,4946486,Control,start,confirm,1,150.0,2.5,0.0,36,F,12,3,37338.48
635948810_79831205406_367008,4210850,Test,start,start,0,43.0,0.72,0.0,56,M,21,3,215723.81
635962866_2701446567_53327,1128575,Test,start,confirm,1,543.0,9.05,0.0,54,F,5,2,27429.68
635990586_46357188423_983811,8766054,Test,start,step_2,0,103.0,1.72,0.25,26,M,12,2,76660.36
635998939_74218111355_97175,4962273,Control,start,step_2,0,167.0,2.78,0.0,50,F,13,2,208940.09000000003
636004153_20097484543_20471,7856644,Control,start,step_3,0,178.0,2.97,0.14285714285714285,51,M,15,2,39720.24
636110162_19040994858_893272,4629381,Control,start,confirm,1,378.0,6.3,0.0,47,M,15,2,368340.56
636157352_40264362823_426282,6017434,Control,start,start,0,11.0,0.18,0.0,56,M,10,3,129838.52
636174364_43143634737_406773,4486779,Control,start,step_1,0,162.0,2.7,0.0,47,F,14,2,36317.97
636254709_62633750192_92307,7508773,Test,start,confirm,1,186.0,3.1,0.3,48,F,12,2,406854.63
636269487_32545295983_885171,1006084,Control,start,confirm,1,74.0,1.23,0.0,28,F,14,2,43701.41
636300950_99819354200_806457,7285230,Control,start,step_1,0,1000.0,16.67,0.16666666666666666,72,F,9,2,30048.67
636313409_57138880975_895875,9403200,Control,start,start,0,381.0,6.35,0.42857142857142855,74,M,13,3,626683.25
63632425_86323907324_126326,9108186,Test,start,start,0,0.0,0.0,0.0,36,M,12,2,26842.12
636356196_77678336414_439996,3992853,Test,start,confirm,1,194.0,3.23,0.0,26,M,11,2,28687.18
636372695_69964526675_465845,6034462,Control,start,confirm,1,1413.0,23.55,0.14285714285714285,52,M,11,4,830697.14
636387923_69608993363_826846,9521738,Control,start,start,0,300.0,5.0,0.0,61,F,17,2,88517.95999999999
636423459_54049804589_937540,5135348,Test,start,confirm,1,261.0,4.35,0.0,48,M,13,2,66351.82
636430841_60184159777_905312,7931409,Control,start,start,0,0.0,0.0,0.0,44,M,16,2,93793.51
636445649_7971459375_476968,4735442,Control,start,step_1,0,42.0,0.7,0.0,65,F,13,2,59181.57
636448388_69837926274_946352,8178255,Test,start,confirm,1,157.0,2.62,0.0,58,F,15,2,53006.7
636456946_61824395276_199153,9514335,Test,start,confirm,1,664.0,11.07,0.14285714285714285,64,F,27,2,367161.68
636457841_27271823596_465187,9148510,Control,start,confirm,1,215.0,3.58,0.0,24,M,20,3,64249.33
636466200_53361008287_767017,4771742,Test,start,start,0,0.0,0.0,0.0,42,F,20,2,149602.45
636471814_17215995332_915549,3076748,Test,start,start,0,857.0,14.28,0.2,68,M,9,2,201475.81
63653443_33817872780_833238,4296854,Control,start,confirm,1,233.0,3.88,0.0,60,M,15,2,584213.92
636543465_96633773721_151023,3690078,Control,start,start,0,352.0,5.87,0.5,31,M,10,2,32264.6
636566390_88471073830_90596,8238260,Test,start,confirm,1,413.0,6.88,0.0,58,M,23,2,474055.98
636587199_17843146401_995373,3706156,Control,start,start,0,0.0,0.0,0.0,62,M,9,2,113585.07
636603027_75765955501_584346,9535940,Test,start,confirm,1,250.0,4.17,0.0,42,F,13,2,166297.89
636653235_26429231931_198133,7154165,Test,start,confirm,1,216.0,3.6,0.0,34,M,11,2,35522.8
636653390_13543813655_982356,3135162,Test,start,start,0,81.0,1.35,0.0,66,M,27,2,302742.41
636663975_86023442699_32482,815822,Control,start,start,0,0.0,0.0,0.0,79,M,14,2,636927.26
636681417_54833732162_453642,6865588,Test,start,start,0,0.0,0.0,0.0,52,F,9,3,110995.76
636700509_20266142035_616496,6446363,Test,start,step_1,0,6.0,0.1,0.0,28,M,34,2,137292.83000000002
636708595_98191506944_866109,3935621,Control,start,confirm,1,328.0,5.47,0.0,24,M,23,2,28896.79
636753779_35284438057_103846,1289831,Test,start,confirm,1,697.0,11.62,0.0,44,F,11,2,76071.64
636780193_21801290478_875566,6702142,Test,start,confirm,1,433.0,7.22,0.0,56,M,12,2,143841.03
636849982_58615731044_995715,7585238,Control,start,confirm,1,430.0,7.17,0.0,50,M,17,2,365615.78
636877346_28723097697_236181,1231025,Control,start,confirm,1,1023.0,17.05,0.0,62,M,14,2,371602.42
636915002_59101045905_761274,4916541,Test,start,confirm,1,280.0,4.67,0.0,70,F,34,2,463364.38
636920695_12415551714_920283,6404304,Test,start,confirm,1,5641.0,94.02,0.0,40,M,8,2,35387.5
636925491_78080125911_963200,9207565,Test,start,confirm,1,175.0,2.92,0.0,26,M,8,3,53062.03
636998910_44540519733_696053,267576,Control,start,start,0,366.0,6.1,0.16666666666666666,38,F,14,2,111078.38
637032245_29090038808_414167,1366265,Test,start,step_1,0,349.0,5.82,0.3333333333333333,58,M,15,2,260041.95
637050876_86839791003_630362,3727435,Control,start,confirm,1,286.0,4.77,0.0,32,M,11,2,66973.92
637058015_3056626929_657129,6774658,Control,start,confirm,1,709.0,11.82,0.0,66,F,9,2,29393.21
637069969_81242897241_756057,1742239,Control,start,start,0,721.0,12.02,0.25,65,M,12,2,109807.36
637079720_67332597107_947898,7012494,Control,start,confirm,1,71.0,1.18,0.0,47,M,15,3,142556.91
63708652_96637596563_229559,1741737,Test,start,confirm,1,100.0,1.67,0.0,35,M,17,2,60263.16
637095676_68886554557_406233,2457764,Test,start,start,0,83.0,1.38,0.0,23,F,3,2,26837.43
637117035_45696850629_278297,8377138,Test,start,start,0,0.0,0.0,0.0,35,M,5,2,41801.26
637174462_68525609558_752508,455589,Test,start,start,0,120.0,2.0,0.4,53,F,21,2,66147.47
637181130_82634476715_693452,374973,Test,start,start,0,342.0,5.7,0.0,83,F,16,3,95922.56
637202733_77357376870_397443,8236848,Control,start,confirm,1,65.0,1.08,0.0,28,M,25,2,78901.89
637210885_59957793926_963142,9041172,Test,start,start,0,0.0,0.0,0.0,29,M,13,2,25585.87
637222965_75472265816_126754,2080835,Test,start,start,0,381.0,6.35,0.5,62,M,13,2,34974.5
637314518_70072149741_61546,4361726,Control,start,start,0,3376.0,56.27,0.16666666666666666,63,F,6,2,31194.14
63731733_92406428153_672890,7186557,Control,start,confirm,1,217.0,3.62,0.0,32,M,20,2,229440.09000000003
637324769_12227042367_164792,8991631,Test,start,start,0,74.0,1.23,0.0,58,M,22,3,79792.22
637339735_36883868842_510001,2446022,Control,start,confirm,1,152.0,2.53,0.0,42,F,9,3,280448.65
637394173_58124151145_194504,2244163,Test,start,step_1,0,143.0,2.38,0.3333333333333333,60,M,22,3,160651.87
637397059_92242729449_293144,3683394,Control,start,confirm,1,406.0,6.77,0.0,38,M,11,3,42371.7
637407247_13744491333_97113,1540750,Test,start,step_1,0,107.0,1.78,0.3333333333333333,58,M,21,4,599210.7100000001
637408863_69121353595_276141,7762392,Test,start,confirm,1,171.0,2.85,0.0,30,F,13,2,42229.03999999999
637419264_18122512549_206480,5258269,Control,start,step_2,0,14.0,0.23,0.0,43,F,11,2,26170.96
63743228_69955556699_606511,9666293,Control,start,confirm,1,133.0,2.22,0.0,54,M,8,2,131749.39
637490209_16840507395_422679,4537793,Test,start,start,0,163.0,2.72,0.5,54,F,16,2,179304.28999999998
637503355_79430498891_454851,9490302,Test,start,confirm,1,1170.0,19.5,0.0,69,M,21,4,434711.67
637514069_91211576048_585164,8477190,Test,start,start,0,332.0,5.53,0.25,70,F,13,2,73361.88
637553256_42948986133_695099,2441162,Test,start,start,0,142.0,2.37,0.0,67,M,26,3,212995.99
637618314_75511169609_38041,3080031,Test,start,confirm,1,193.0,3.22,0.0,40,M,10,2,62498.98
637635831_66991384312_538880,2439811,Test,start,confirm,1,624.0,10.4,0.0,56,M,15,2,51156.27
637639172_73584448501_316147,2531839,Control,start,start,0,0.0,0.0,0.0,34,F,9,2,80593.82
637707474_27115475124_79114,7768424,Test,start,start,0,32.0,0.53,0.0,31,M,5,3,46462.5
637767687_95075858987_48628,4975677,Control,start,start,0,0.0,0.0,0.0,65,F,15,2,34466.84
637814804_90134521540_225570,6849031,Test,start,confirm,1,105.0,1.75,0.0,47,F,16,3,449745.15
63782263_81852220847_371207,7454446,Control,start,step_3,0,448.0,7.47,0.0,59,M,14,2,26967.95
637823515_66274298445_74475,3626121,Control,start,start,0,316.0,5.27,0.0,43,M,9,2,49903.3
637852185_83193642831_989569,4500691,Test,start,start,0,0.0,0.0,0.0,62,M,35,4,1293404.49
637864660_50123081213_641394,8717563,Control,start,step_3,0,88.0,1.47,0.2,65,F,11,2,57645.74
637898965_70599219430_333104,8917070,Control,start,confirm,1,306.0,5.1,0.0,39,M,12,2,49584.39
637913484_41337354182_183944,3173410,Control,start,start,0,51.0,0.85,0.0,59,M,14,2,186042.95
637914862_59426324271_843936,9286288,Test,start,start,0,49.0,0.82,0.5,62,M,21,3,16320040.15
637945506_73573076826_441345,1770552,Control,start,confirm,1,322.0,5.37,0.0,62,F,12,2,46973.77
637947032_15075585982_314960,6862164,Test,start,step_2,0,69.0,1.15,0.0,52,F,11,2,356412.17
637949530_30353139432_471147,7130735,Control,start,step_1,0,82.0,1.37,0.0,58,F,3,2,203729.41
638011607_41755851481_845018,1508297,Control,start,start,0,0.0,0.0,0.0,58,M,9,2,25368.03
638011961_63621381807_900508,1733507,Control,start,step_3,0,183.0,3.05,0.0,61,M,20,3,835092.51
638021124_7174192596_434407,9017597,Test,start,confirm,1,275.0,4.58,0.0,32,F,12,2,28472.21
638042590_15376660929_71567,6211960,Test,start,start,0,0.0,0.0,0.0,76,F,8,2,89820.84
63812591_89810523508_611503,561636,Test,start,start,0,0.0,0.0,0.0,57,F,14,2,28602.84
638147359_84084860396_600189,7197720,Control,start,step_3,0,706.0,11.77,0.0,62,F,9,2,61361.99
638151466_62276702416_947992,6493949,Control,start,confirm,1,188.0,3.13,0.0,48,F,14,3,100288.88
638164511_21681926720_449862,3346525,Test,start,step_1,0,394.0,6.57,0.3333333333333333,48,M,5,2,159956.88
638219083_44379519176_548280,4779763,Test,start,start,0,42.0,0.7,0.0,49,M,9,2,29789.31
638233176_4481713987_220940,3514119,Control,start,start,0,16.0,0.27,0.0,38,M,10,2,112585.8
638251941_69836596030_190935,9916722,Test,start,confirm,1,823.0,13.72,0.0,50,F,10,2,28393.2
638269132_58775604761_192963,8631773,Control,start,confirm,1,908.0,15.13,0.0,66,M,10,3,437858.36
638284917_39697731786_672694,3072276,Test,start,start,0,40.0,0.67,0.5,44,M,23,2,50791.8
638312597_87274350544_538740,6179951,Test,start,start,0,322.0,5.37,0.25,79,M,4,3,484977.49
638324660_70235589847_871811,7679903,Control,start,confirm,1,321.0,5.35,0.0,66,M,9,2,27212.55
638329964_8716232549_652054,6131525,Control,start,confirm,1,1561.0,26.02,0.3076923076923077,74,F,14,2,37042.48
63833575_36695133180_355006,1348442,Control,start,step_3,0,186.0,3.1,0.0,66,F,16,2,1158630.54
6383652_97092773228_994645,9070866,Control,start,step_1,0,28.0,0.47,0.0,58,M,21,3,401359.1
638379030_95854768314_24224,5219815,Control,start,step_1,0,15.0,0.25,0.0,67,M,10,2,64069.96
638415319_71020187872_138894,1825417,Control,start,step_3,0,130.0,2.17,0.0,78,M,13,2,530221.31
638426270_22618043316_584910,5993905,Control,start,start,0,0.0,0.0,0.0,32,F,8,2,43074.17999999999
638435956_65062971640_347240,732082,Test,start,confirm,1,1583.0,26.38,0.1,58,F,10,2,31050.72
638458442_51770464418_277295,2646807,Test,start,start,0,130.0,2.17,0.25,44,M,21,4,706009.11
638489108_33554714796_716255,7421398,Control,start,confirm,1,252.0,4.2,0.0,50,M,9,2,61021.75
638495880_71001903336_344085,1202622,Control,start,confirm,1,233.0,3.88,0.0,52,M,5,4,244926.1
638544702_77373552014_572090,38551,Test,start,confirm,1,229.0,3.82,0.0,64,M,20,2,169952.78999999998
638600710_31497758582_282991,8864617,Control,start,confirm,1,157.0,2.62,0.0,65,M,12,2,48437.38
638615491_72553202195_646194,9020535,Test,start,start,0,0.0,0.0,0.0,34,F,14,3,175265.40999999997
638650230_59026730319_59210,7861411,Test,start,step_3,0,397.0,6.62,0.0,62,M,28,3,2202842.62
638692692_54943890081_510434,36432,Test,start,start,0,194.0,3.23,0.5,59,F,29,2,114138.71
638705202_74918351863_713523,4017297,Control,start,start,0,627.0,10.45,0.1111111111111111,66,F,20,2,186881.45
638713833_35415515591_384268,549182,Control,start,confirm,1,199.0,3.32,0.0,44,M,19,2,83974.64
63872216_18530294320_25917,9576687,Test,start,step_2,0,191.0,3.18,0.0,28,M,11,2,81421.03
638737431_88111533341_505354,495030,Control,start,step_1,0,264.0,4.4,0.42857142857142855,62,F,28,2,253473.67
638754371_24431081468_360819,1975499,Test,start,step_2,0,496.0,8.27,0.25,72,F,11,2,137352.16999999998
638761582_58632501540_251381,3003906,Control,start,start,0,306.0,5.1,0.25,49,F,17,2,139584.39
63877174_20821184685_374941,2986072,Test,start,confirm,1,499.0,8.32,0.14285714285714285,39,F,11,2,38247.61
638779903_44697592944_864067,5528242,Control,start,confirm,1,567.0,9.45,0.0,52,M,12,2,197569.34000000003
638803323_77089014915_721847,5429994,Control,start,step_1,0,9.0,0.15,0.0,24,F,16,2,34358.98
638837797_96171594399_576638,5878089,Test,start,confirm,1,171.0,2.85,0.0,23,M,8,2,29591.95
638838035_9185943827_208156,1535594,Test,start,start,0,0.0,0.0,0.0,54,M,11,2,451570.23
638855867_76257061059_34707,181125,Test,start,confirm,1,143.0,2.38,0.0,64,F,30,2,208350.76
638899452_68999187317_348160,7413799,Test,start,confirm,1,138.0,2.3,0.0,50,M,5,2,467153.79
638931098_38465783385_57144,6008219,Control,start,confirm,1,319.0,5.32,0.0,56,M,15,2,31031.61
638973085_41169942788_427126,4231989,Test,start,confirm,1,502.0,8.37,0.0,52,F,16,2,38558.96
639009992_50007634284_997640,8899445,Control,start,confirm,1,492.0,8.2,0.0,40,F,14,2,118790.17
639015321_32594884539_745930,4642975,Test,start,start,0,0.0,0.0,0.0,54,F,22,2,978145.45
639028784_21531096690_195319,8913814,Control,start,start,0,23.0,0.38,0.5,64,M,23,2,1687482.14
639066708_52100786488_402162,4813412,Control,start,step_1,0,21.0,0.35,0.0,74,M,29,2,82171.23999999999
639074665_77954423730_230384,6093785,Test,start,confirm,1,606.0,10.1,0.16666666666666666,62,M,21,2,37253.2
639077271_27392963619_163759,2876859,Test,start,step_2,0,456.0,7.6,0.2857142857142857,54,F,9,2,109010.31
639140238_35340520053_774371,141591,Control,start,step_1,0,18.0,0.3,0.0,74,M,11,2,154313.84999999998
639141174_31947378707_350103,8696157,Control,start,step_2,0,23.0,0.38,0.0,48,M,15,3,245129.77
639144719_84317535168_597451,4841642,Test,start,step_1,0,13.0,0.22,0.0,45,F,15,2,29500.64
639171427_25956306672_536744,1752252,Control,start,start,0,0.0,0.0,0.0,43,M,14,2,32446.38
639307725_5651249740_172664,937877,Test,start,confirm,1,279.0,4.65,0.0,54,M,25,4,4269751.96
639334526_40942150370_686110,602792,Control,start,confirm,1,942.0,15.7,0.0,70,F,10,2,75859.26
639343561_18539628355_388145,8864029,Test,start,confirm,1,144.0,2.4,0.0,50,M,13,2,288862.09
639350985_28119563264_252839,7693643,Control,start,start,0,546.0,9.1,0.5,25,F,25,2,29864.75
639385238_11676603734_311012,6286632,Control,start,step_3,0,301.0,5.02,0.16666666666666666,28,M,13,2,47500.86
639423309_80536864921_29064,8676136,Control,start,step_2,0,627.0,10.45,0.2,68,M,13,2,91211.69
639443188_49472399329_363255,4189492,Control,start,step_2,0,313.0,5.22,0.16666666666666666,54,F,20,2,50521.57
63945287_69054787238_809519,1418582,Test,start,start,0,964.0,16.07,0.0,32,M,15,2,85121.28
639453589_33452359316_615342,6664052,Control,start,start,0,0.0,0.0,0.0,71,M,32,2,79642.36
63947516_45576234730_601922,7897592,Control,start,confirm,1,1058.0,17.63,0.0,56,M,14,2,54303.03
639484376_57448434250_308804,207261,Test,start,confirm,1,527.0,8.78,0.0,62,F,20,2,54554.0
639488177_95249166485_15852,5108566,Control,start,confirm,1,156.0,2.6,0.0,40,F,14,2,165322.96999999997
639494787_30736751198_437738,4932323,Test,start,start,0,0.0,0.0,0.0,40,M,16,3,148217.97999999998
639507091_20616338784_405909,5425553,Control,start,confirm,1,346.0,5.77,0.25,56,F,8,2,287374.82
639513581_44370459460_298074,5004515,Test,start,start,0,106.0,1.77,0.4,54,M,21,3,125353.73
639523688_78084808205_131500,3541892,Control,start,start,0,0.0,0.0,0.0,57,F,10,2,67810.35
639578946_9184161023_654874,9537679,Control,start,confirm,1,251.0,4.18,0.0,68,M,8,2,37047.59
639590997_51759429942_62472,9173661,Test,start,confirm,1,1297.0,21.62,0.0,72,F,21,3,68424.29999999999
639611608_2805825679_829364,4252852,Control,start,step_1,0,38.0,0.63,0.0,71,M,11,2,75880.01
639614901_52798063479_973560,3797711,Control,start,step_1,0,6.0,0.1,0.0,66,M,19,3,87242.28
639631206_4447500978_655631,8129452,Control,start,step_1,0,18.0,0.3,0.0,60,F,9,2,76209.11
639697656_92959464799_890985,3559045,Test,start,start,0,215.0,3.58,0.4,50,F,14,2,49058.16
639722480_97422494053_5650,1557537,Control,start,confirm,1,246.0,4.1,0.0,52,M,16,2,125448.89
639744750_46058171883_545365,9504886,Control,start,step_1,0,5.0,0.08,0.0,26,F,11,2,31973.46
639768218_99258791613_758321,2006775,Test,start,confirm,1,535.0,8.92,0.0,56,M,16,2,246592.48
639776282_38400093179_718738,9151290,Control,start,confirm,1,164.0,2.73,0.0,38,M,8,2,39443.99
639786048_55690844580_709,1212878,Test,start,confirm,1,966.0,16.1,0.1875,68,F,9,2,152738.15
639786376_14859836413_926414,7427307,Test,start,confirm,1,54.0,0.9,0.0,34,F,4,2,218147.76
639790589_77510833060_463317,7779650,Test,start,confirm,1,105.0,1.75,0.0,32,M,15,2,38770.32
639813602_80364423875_731385,8930684,Control,start,confirm,1,443.0,7.38,0.0,49,F,17,2,26916.07
639828967_94490990517_991079,8431427,Test,start,confirm,1,128.0,2.13,0.0,50,M,15,2,27827.24
639830947_44980677104_749681,7146910,Test,start,confirm,1,191.0,3.18,0.0,44,M,13,2,23967.28
639863877_57153026529_944559,1291447,Control,start,confirm,1,462.0,7.7,0.16666666666666666,62,F,10,2,149374.24
639889436_63054363133_816976,6158691,Test,start,start,0,0.0,0.0,0.0,61,M,10,2,74081.29000000001
639890039_17166787556_502379,4921377,Test,start,start,0,76.0,1.27,0.0,83,F,27,2,38672.38
63991900_37463890289_480024,9128868,Control,start,start,0,0.0,0.0,0.0,64,M,5,2,155617.56
639946423_49117318867_163358,3497471,Control,start,step_2,0,162.0,2.7,0.0,52,F,10,2,78743.65
639968603_88675859715_299846,185963,Test,start,step_1,0,12.0,0.2,0.0,55,F,27,2,76686.18
639997848_84220181778_648796,6773463,Test,start,confirm,1,288.0,4.8,0.0,56,M,11,2,74494.1
640066587_6215841130_392704,2346755,Test,start,start,0,129.0,2.15,0.5,53,F,17,3,665886.52
640118598_16942446603_829124,4538401,Test,start,start,0,181.0,3.02,0.25,54,F,19,2,113059.61
640119863_16664666744_334691,6217407,Test,start,confirm,1,1186.0,19.77,0.125,50,M,8,2,164496.84999999998
640175474_54084575494_474933,604915,Test,start,confirm,1,276.0,4.6,0.0,34,M,5,3,164194.52999999997
640181008_72666679071_284968,6003973,Test,start,step_1,0,65.0,1.08,0.0,28,M,13,2,53211.13
64022034_67569789319_936014,7199337,Test,start,start,0,500.0,8.33,0.42857142857142855,53,F,11,2,84032.59
64023066_52774606638_332233,1972520,Test,start,step_3,0,110.0,1.83,0.14285714285714285,42,M,12,3,468930.65
640242208_72635915355_924242,2165764,Control,start,start,0,389.0,6.48,0.125,49,M,17,3,229521.99
640246871_79126005931_189977,2925307,Control,start,step_3,0,238.0,3.97,0.0,53,M,12,2,121887.55
640247960_60057569958_485669,4526173,Test,start,confirm,1,91.0,1.52,0.0,28,M,10,2,221511.57
64024990_227807965_245646,5156136,Test,start,confirm,1,640.0,10.67,0.0,52,M,22,2,103200.33
640255259_8027392156_861091,974323,Test,start,confirm,1,751.0,12.52,0.1111111111111111,44,F,8,2,32298.0
640297222_23809459074_381370,1236236,Test,start,confirm,1,1000.0,16.67,0.0,64,F,17,2,124625.11
640308686_69744518752_638819,685706,Control,start,confirm,1,193.0,3.22,0.0,64,F,10,2,280716.9
640353761_92715537156_997874,4440197,Test,start,step_3,0,150.0,2.5,0.0,56,F,15,2,34059.25
640396057_64627616814_566590,2179845,Control,start,confirm,1,287.0,4.78,0.0,62,F,24,2,143381.49
640431648_54644825615_775380,2158976,Test,start,start,0,21.0,0.35,0.0,44,F,24,3,288241.24
64043790_52650504920_67200,7138608,Control,start,start,0,0.0,0.0,0.0,66,M,20,4,816651.8300000001
64044536_25564114404_407137,6059517,Test,start,start,0,120.0,2.0,0.25,44,M,20,3,84991.93
640445948_13455870200_570017,708151,Control,start,step_2,0,35.0,0.58,0.0,56,F,22,2,35482.91
640461833_1917294482_45181,550099,Control,start,confirm,1,407.0,6.78,0.0,44,F,16,2,57034.95
64047174_62614971981_2345,7437418,Control,start,start,0,0.0,0.0,0.0,65,M,5,2,264030.98
640479367_18493316904_138893,4536542,Test,start,start,0,415.0,6.92,0.25,65,F,5,2,124845.76
640490020_13397942794_689897,4598472,Test,start,confirm,1,336.0,5.6,0.16666666666666666,64,F,14,3,111250.84
640559600_53835768903_219049,4825488,Test,start,confirm,1,407.0,6.78,0.0,42,F,14,2,201114.6
640560330_23181317412_102318,8690868,Control,start,confirm,1,218.0,3.63,0.0,36,M,15,2,62059.91
640562040_44391499105_506204,5686421,Test,start,confirm,1,166.0,2.77,0.0,62,M,25,2,71860.06
640585201_8845411980_396622,2249509,Test,start,start,0,36.0,0.6,0.5,32,F,12,2,64598.56
640590285_32337191767_425038,8329209,Test,start,confirm,1,157.0,2.62,0.16666666666666666,76,M,12,2,218707.54
640614525_47126916333_72845,8383466,Test,start,confirm,1,1065.0,17.75,0.0,57,F,17,4,116514.02
640627235_62825865977_529987,228662,Test,start,step_1,0,17.0,0.28,0.0,48,M,13,2,151256.01
640662439_66675290291_73929,3831672,Test,start,confirm,1,226.0,3.77,0.0,44,F,27,2,279537.62
640664643_31200253738_417403,6747431,Control,start,confirm,1,115.0,1.92,0.0,41,F,10,2,70110.70999999999
640715834_58188291730_599499,7550463,Test,start,confirm,1,266.0,4.43,0.25,52,F,16,5,139050.27000000002
640723645_27450913316_247737,9395104,Test,start,confirm,1,1282.0,21.37,0.42857142857142855,62,F,9,2,259861.62
640765251_60657658952_868066,8791189,Control,start,step_3,0,157.0,2.62,0.0,64,M,20,3,67745.15
640822898_99409611576_421294,2894471,Test,start,confirm,1,264.0,4.4,0.0,46,M,14,2,67030.97
640823921_93758352688_557538,3720267,Control,start,confirm,1,337.0,5.62,0.16666666666666666,64,M,35,2,32119.86
640878693_24278996891_706417,9155946,Test,start,confirm,1,348.0,5.8,0.0,56,F,15,2,214065.5
640906413_79811491224_810968,5775881,Test,start,step_2,0,59.0,0.98,0.0,66,F,10,2,109408.77
641019360_76812574766_655616,4811855,Test,start,start,0,97.0,1.62,0.0,38,M,26,3,490347.93
641042386_93127700450_992585,6238744,Control,start,start,0,0.0,0.0,0.0,56,F,15,2,44101.7
641062905_45649666837_474802,1191060,Test,start,start,0,0.0,0.0,0.0,67,M,26,2,249943.54
641076664_48366814022_205281,4927505,Control,start,confirm,1,133.0,2.22,0.0,34,M,14,2,95804.39
641093577_68521855058_46725,2576489,Test,start,step_1,0,73.0,1.22,0.0,40,M,9,3,82837.39
641125242_44693139173_721762,9273012,Control,start,start,0,1024.0,17.07,0.0,70,M,8,2,137012.3
641131122_24062481669_510287,9225164,Control,start,start,0,373.0,6.22,0.25,45,F,6,2,26260.49
641174970_74954465948_864746,7511344,Test,start,start,0,434.0,7.23,0.25,80,F,21,3,247248.44
641185556_29097907955_405446,7867767,Control,start,confirm,1,110.0,1.83,0.0,28,M,13,3,43830.3
641189618_84714763902_228945,8438270,Control,start,confirm,1,1322.0,22.03,0.0,50,M,17,2,40250.78
641207489_8670596551_98941,5072657,Test,start,start,0,0.0,0.0,0.0,34,M,8,2,63308.7
6412204_16989997234_939481,6406288,Test,start,confirm,1,87.0,1.45,0.0,60,F,10,2,130990.35
641264261_39653301872_13191,2800338,Control,start,step_3,0,295.0,4.92,0.0,42,M,12,2,39853.64
641264423_34188743098_837312,5343117,Control,start,step_3,0,128.0,2.13,0.0,78,M,27,3,297071.69
641289619_97203046332_778380,1232744,Test,start,step_1,0,338.0,5.63,0.0,62,F,11,2,100754.54
641302080_36992266655_227360,6458249,Test,start,start,0,337.0,5.62,0.16666666666666666,50,F,21,4,356455.89
641325618_8918183186_995884,9289251,Test,start,start,0,0.0,0.0,0.0,60,F,16,2,35145.52
641339510_272937553_114722,2012963,Test,start,start,0,0.0,0.0,0.0,58,F,15,2,58100.82
641363113_5087326385_396880,4895382,Control,start,start,0,34.0,0.57,0.0,32,M,14,2,289155.54
641371769_90027946421_500752,1730224,Control,start,step_1,0,371.0,6.18,0.4444444444444444,57,F,12,2,23795.52
641374695_10410357582_410829,3460697,Control,start,confirm,1,216.0,3.6,0.0,62,M,8,2,137923.99
641426243_92074603093_468995,1568385,Test,start,start,0,0.0,0.0,0.0,66,F,12,2,56424.3
641450216_80550634424_50779,2610919,Control,start,start,0,41.0,0.68,0.5,66,F,5,2,126048.63
641456213_95556770261_26653,983454,Control,start,step_1,0,166.0,2.77,0.0,65,M,7,3,84612.95
641463131_37494036757_304805,6278960,Control,start,step_1,0,69.0,1.15,0.0,60,F,12,2,82577.32
641476023_58996511649_125875,2333118,Test,start,start,0,1442.0,24.03,0.4,74,F,24,3,413325.24
641513235_9608355033_603878,2963704,Test,start,step_1,0,15.0,0.25,0.0,56,F,23,2,23789.49
